,imdb_name_id,name,date_of_birth,height,is_actor,race,gender,sexuality
11169,nm5343317,Samara Lee,,124.0,TRUE,,,
11170,nm0674101,Lee Perkins,1966-12-16,180.0,TRUE,,,
11171,nm0939697,Evan Rachel Wood,1987-09-07,170.0,TRUE,White,Female,Bisexual
11172,nm1540404,Max Minghella,1985-09-16,178.0,TRUE,,,
11173,nm0000383,Jennifer Ehle,1969-12-29,170.0,TRUE,White,Female,Straight
11176,nm0411857,Gregory Itzin,1948-04-20,176.0,TRUE,White,Male,Straight
11177,nm2421181,Danny Mooney,1985-02-02,,TRUE,,,
11178,nm1663205,Sharlto Copley,1973-11-27,183.0,TRUE,,,
11179,nm2271261,Jason Cope,,185.0,TRUE,,,
11180,nm1410076,Nathalie Boltt,1973-07-19,165.0,TRUE,,,
11181,nm1693223,Nick Blake,,173.0,TRUE,,,
11182,nm1659547,Carey Mulligan,1985-05-28,170.0,TRUE,White,Female,Straight
11184,nm0063914,Matthew Beard,1989-03-25,185.0,TRUE,,,
11186,nm0765597,Peter Sarsgaard,1971-03-07,180.0,TRUE,White,Male,Straight
11187,nm1697771,Ellie Kendrick,1990-06-06,155.0,TRUE,,,
11188,nm1002641,Dominic Cooper,1978-06-02,177.0,TRUE,White,Male,Straight
11189,nm0683253,Rosamund Pike,1979-01-27,174.0,TRUE,White,Female,Straight
11191,nm0239870,Kate Duchêne,1959-01-05,178.0,TRUE,,,
11192,nm4184816,James Howson,,,TRUE,,,
11193,nm4609643,Solomon Glave,"1997 in Sheffield, Yorkshire, England, UK",,TRUE,,,
11194,nm1746997,Paul Hilton,"1970 in Oldham, Lancashire, England, UK",,TRUE,,,
11195,nm4609589,Shannon Beer,"1997 in Sheffield, Yorkshire, England, UK",,TRUE,,,
11196,nm0263740,Steve Evets,"1960 in Salford, Lancashire, England, UK",,TRUE,,,
11197,nm0586958,Oliver Milburn,1973-02-25,180.0,TRUE,,,
11199,nm3898296,Richard Guy,,,TRUE,,,
11200,nm4997138,Michael Hughes,,,TRUE,,,
11202,nm0447695,Anna Kendrick,1985-08-09,157.0,TRUE,White,Female,
11203,nm0607920,Amy Morton,,,TRUE,,,
11204,nm0000385,Sam Elliott,1944-08-09,188.0,TRUE,White,Male,Straight
11206,nm0564286,Danny McBride,,188.0,TRUE,,,
11208,nm0302108,Zach Galifianakis,1969-10-01,170.0,TRUE,White,Male,
11210,nm1645313,Chris Lowell,1984-10-17,178.0,TRUE,White,Male,
11212,nm0000705,Robin Wright,1966-04-08,168.0,TRUE,,,
11213,nm0695435,Chris Pratt,1979-06-21,188.0,TRUE,White,Male,Straight
11215,nm0084196,Stephen Bishop,1951-11-14,,TRUE,,,
11218,nm0087109,Tammy Blanchard,1976-12-14,168.0,TRUE,White,Female,
11220,nm0780678,Nick Searcy,1959-03-07,185.0,TRUE,White,Male,Straight
11222,nm0607703,Glenn Morshower,1959-04-24,179.0,TRUE,White,Male,Straight
11223,nm4000166,Casey Bond,,188.0,TRUE,,,
11224,nm2227000,Harry Hadden-Paton,1981 in UK,,TRUE,,,
11225,nm0571160,Gina McKee,1964-04-14,173.0,TRUE,White,Female,Straight
11226,nm1128050,Chris Addison,1971-11-05,188.0,TRUE,,,
11227,nm0808571,James Smith,1892-03-07,,TRUE,,,
11231,nm2046855,Zach Woods,1984-09-25,193.0,TRUE,,,
11233,nm0448252,Mimi Kennedy,1948-09-25,,TRUE,White,Female,Straight
11235,nm0001043,Anna Chlumsky,1980-12-03,157.0,TRUE,White,Female,Straight
11236,nm0162281,Enzo Cilenti,1974-08-08,185.0,TRUE,,,
11237,nm0230577,James Doherty,1966-12-17,183.0,TRUE,,,
11238,nm0711058,David Rasche,1944-08-07,183.0,TRUE,White,Male,Straight
11239,nm1913734,Rooney Mara,1985-04-17,160.0,TRUE,White,Female,
11242,nm2951481,Dustin Fitzsimons,1986-12-19,183.0,TRUE,,,
11243,nm0001515,Joseph Mazzello,1983-09-21,175.0,TRUE,White,Male,
11245,nm1940449,Andrew Garfield,1983-08-20,179.0,TRUE,White,Male,Straight
11247,nm2590079,Scotty Crowe,,,TRUE,,,
11248,nm0005380,Ray Romano,1957-12-21,187.0,TRUE,White,Male,Straight
11250,nm0134072,Bobby Cannavale,1970-05-03,188.0,TRUE,White,Male,Straight
11251,nm1658935,Jack Huston,1982-12-07,183.0,TRUE,,,
11254,nm0687146,Jesse Plemons,1988-04-02,178.0,TRUE,White,Male,
11257,nm0518511,Domenick Lombardozzi,1976-03-25,178.0,TRUE,White,Male,
11259,nm1258970,Russell Brand,1975-06-04,187.0,TRUE,White,Male,Straight
11260,nm1950086,Greta Gerwig,1983-08-04,175.0,TRUE,White,Female,
11262,nm0349881,Murphy Guyer,1952-12-25,,TRUE,,,
11264,nm1894655,John Hodgman,1971-06-01,173.0,TRUE,White,Male,Straight
11265,nm0012523,Scott Adsit,1965-11-26,188.0,TRUE,White,Male,
11266,nm0888248,Peter Van Wagner,,,TRUE,,,
11267,nm0167024,Robert Clohessy,1957-06-10,188.0,TRUE,,,
11268,nm1044403,David Anders,1981-03-11,183.0,TRUE,White,Male,Straight
11269,nm0943699,Chris Wylde,1976-08-22,178.0,TRUE,,,
11270,nm1445493,Louise Griffiths,1978-07-31,168.0,TRUE,,,
11271,nm0241539,Jacy King,,,TRUE,,,
11272,nm0925568,Wally White,1967-06-13,,TRUE,,,
11273,nm1731797,Mark Elias,1984-11-02,,TRUE,,,
11274,nm1940459,Zoë Simpson Dean,1982-07-15,165.0,TRUE,,,
11275,nm0835016,Mark Strong,1963-08-05,188.0,TRUE,White,Male,Straight
11277,nm0477577,Péter Kálloy Molnár,1970-06-06,,TRUE,,,
11278,nm0000198,Gary Oldman,1958-03-21,174.0,TRUE,White,Male,Straight
11280,nm1399770,David Dencik,1974-10-31,,TRUE,,,
11281,nm0362766,Tom Hardy,1977-09-15,175.0,TRUE,White,Male,Straight
11289,nm0614165,Cillian Murphy,1976-05-25,172.0,TRUE,White,Male,Straight
11290,nm0182839,Marion Cotillard,1975-09-30,169.0,TRUE,White,Female,Straight
11291,nm3637500,Claire Geare,,135.0,TRUE,,,
11292,nm0293567,Rob Freeman,,180.0,TRUE,,,
11293,nm3350206,Prince David Oseia,,,TRUE,,,
11294,nm0233104,David Dontoh,,,TRUE,,,
11295,nm3336270,Ben Crowe,,,TRUE,,,
11296,nm1437387,Glenn Salvage,,,TRUE,,,
11297,nm0117412,Hugh Keays-Byrne,1947-05-18,188.0,TRUE,,,
11298,nm2890541,Josh Helman,1986-02-22,188.0,TRUE,,,
11299,nm0428923,Nathan Jones,1969-08-21,211.0,TRUE,,,
11301,nm2492819,Rosie Huntington-Whiteley,1987-04-18,175.0,TRUE,,,
11302,nm2142336,Riley Keough,1989-05-29,170.0,TRUE,,,
11303,nm3880181,Abbey Lee,1987-06-12,180.0,TRUE,,,
11304,nm5196907,Courtney Eaton,1996-01-06,178.0,TRUE,,,
11305,nm0760151,Angus Sampson,1979-02-12,191.0,TRUE,,,
11306,nm6578009,O'Shea Jackson Jr.,1991-02-24,182.0,TRUE,,,
11307,nm3659660,Corey Hawkins,1988-10-22,185.0,TRUE,,,
11310,nm0971094,Jason Mitchell,,,TRUE,,,
11318,nm0112932,Neil Brown Jr.,1980-06-19,175.0,TRUE,,,
11319,nm0388038,Aldis Hodge,1986-09-20,186.0,TRUE,Black,Male,
11321,nm3381295,Alexandra Shipp,,168.0,TRUE,,,
11322,nm1477213,Elena Goode,,174.0,TRUE,,,
11323,nm5469428,Keith Powers,,,TRUE,,,
11324,nm3147751,LaKeith Stanfield,1991-08-12,183.0,TRUE,,,
11327,nm3493212,Isaiah Stone,,,TRUE,,,
11328,nm0724374,Valerie Richards,,,TRUE,,,
11329,nm0925592,William White,1921-06-25,,TRUE,,,
11330,nm3454164,Lauren Sweetser,1988-02-11,,TRUE,,,
11331,nm3256698,Cody Brown,,,TRUE,,,
11332,nm1213951,Cinnamon Schultz,,,TRUE,,,
11333,nm2794962,Hailee Steinfeld,1996-12-11,173.0,TRUE,White,Female,
11334,nm0175826,Jarlath Conroy,1944-09-30,,TRUE,,,
11335,nm1497570,Paul Rae,1968-06-27,191.0,TRUE,,,
11336,nm0555500,Elizabeth Marvel,1969-11-27,169.0,TRUE,,,
11337,nm0179228,Ed Corbin,1963-02-08,193.0,TRUE,,,
11338,nm0337669,Bruce Green,,,TRUE,,,
11339,nm0005535,Estella Warren,1978-12-23,173.0,TRUE,White,Female,Straight
11340,nm1065316,Rhett Giles,1973-08-27,183.0,TRUE,,,
11341,nm0691817,Victor Parascos,,,TRUE,,,
11342,nm1382831,Vanessa Gray,,175.0,TRUE,,,
11343,nm0177228,Peter Cook,1937-11-17,188.0,TRUE,White,Male,Straight
11344,nm0960946,Damien Garvey,,178.0,TRUE,,,
11345,nm0079415,Chris Betts,,,TRUE,,,
11346,nm0377855,Jack Henry,,,TRUE,,,
11348,nm1379330,Nimu Bhowmick,1935-11-14,,TRUE,,,
11349,nm3412322,Debnath Chatterjee,,,TRUE,,,
11350,nm1388794,Sagnik Chatterjee,,,TRUE,,,
11351,nm3411673,Sandhita Chatterjee,,,TRUE,,,
11352,nm3372981,Srabanti Chatterjee,1987-08-13,,TRUE,,,
11353,nm0212541,Dipankar Dey,1944-07-05,,TRUE,,,
11354,nm3379847,Shyamal Dutta,,,TRUE,,,
11355,nm3359107,Jeet,1978-11-30,,TRUE,,,
11356,nm3361304,Pushpita Mukherjee,,,TRUE,,,
11357,nm0788903,Rajesh Sharma,1980-10-08,,TRUE,,,
11360,nm1655973,Relja Popovic,,,TRUE,,,
11361,nm0410667,Boris Isakovic,1966-12-14,,TRUE,,,
11362,nm1242332,Miroslav Stevanovic,,,TRUE,,,
11363,nm0790689,Ruth Sheen,"1950 in Stepney, London, England, UK",,TRUE,,,
11364,nm1169217,Oliver Maltman,1976-01-19,,TRUE,,,
11365,nm0103192,David Bradley,1920-04-06,,TRUE,White,Male,
11369,nm0203688,Eileen Davies,,,TRUE,,,
11370,nm0730850,Ben Roberts,1916-03-23,,TRUE,,,
11372,nm1297015,Emma Stone,1988-11-06,168.0,TRUE,White,Female,
11376,nm0397171,Bryce Dallas Howard,1981-03-02,170.0,TRUE,White,Female,Straight
11377,nm1501738,Ahna O'Reilly,1984-09-21,165.0,TRUE,,,
11378,nm2319871,Anna Camp,1982-09-27,165.0,TRUE,,,
11379,nm1036181,Mike Vogel,1979-07-17,175.0,TRUE,White,Male,Straight
11380,nm0450116,Brian Kerwin,1949-10-25,185.0,TRUE,White,Male,Straight
11381,nm1241511,Orto Ignatiussen,1959-02-19,,TRUE,,,
11382,nm1325419,Kristen Wiig,1973-08-22,165.0,TRUE,White,Female,Straight
11385,nm0187719,Terry Crews,1968-07-30,191.0,TRUE,Black,Male,Straight
11386,nm0748973,Maya Rudolph,1972-07-27,170.0,TRUE,Multiracial,Female,Straight
11388,nm1187258,Elaine Kao,,,TRUE,,,
11389,nm0386871,Michael Hitchcock,1958-07-28,183.0,TRUE,White,Male,
11390,nm1589825,Kali Hawk,1986-10-04,178.0,TRUE,,,
11391,nm1099085,Joe Nunez,,175.0,TRUE,,,
11392,nm2313103,Rebel Wilson,1980-03-02,163.0,TRUE,White,Female,
11394,nm0524240,Matt Lucas,1974-03-05,169.0,TRUE,White,Male,Gay
11395,nm1018488,Wendi McLendon-Covey,1969-10-10,173.0,TRUE,,,
11396,nm2608689,Ellie Kemper,1980-05-02,165.0,TRUE,,,
11397,nm1795989,Leo Howard,1997-07-13,179.0,TRUE,,,
11398,nm1559927,Booboo Stewart,1994-01-21,177.0,TRUE,,,
11399,nm3554010,Patrick Probst,,,TRUE,,,
11400,nm3553564,Abigail Isom,,,TRUE,,,
11401,nm2845956,Nicole Carmela,,165.0,TRUE,,,
11402,nm2490907,Caleb Doyle,,,TRUE,,,
11403,nm8816871,Evan Smith,,,TRUE,,,
11404,nm10121606,Jason Crowe,,,TRUE,,,
11410,nm2717314,Tucky Williams,,178.0,TRUE,,,
11411,nm3583367,Christian Brooker,,,TRUE,,,
11412,nm2012585,Dave Haney,,,TRUE,,,
11413,nm0035653,Charles Armstrong,,,TRUE,,,
11414,nm3078932,Lady Gaga,1986-03-28,155.0,TRUE,White,Female,Bisexual
11415,nm0001048,Andrew Dice Clay,1957-09-29,180.0,TRUE,White,Male,Straight
11417,nm1969169,Rafi Gavron,1989-05-28,178.0,TRUE,,,
11418,nm6853061,Anthony Ramos,1991-11-01,175.0,TRUE,,,
11419,nm0152638,Dave Chappelle,1973-08-24,180.0,TRUE,Black,Male,Straight
11420,nm0363669,Michael Harney,,,TRUE,White,Male,
11421,nm5831542,Barkhad Abdi,1985-04-10,178.0,TRUE,,,
11422,nm5831543,Barkhad Abdirahman,1994-06-15,184.0,TRUE,,,
11423,nm5314015,Faysal Ahmed,,191.0,TRUE,,,
11424,nm1985974,Michael Chernus,1977-08-08,178.0,TRUE,,,
11425,nm0913175,David Warshofsky,1961-02-23,,TRUE,,,
11427,nm0611889,Chris Mulkey,1948-05-03,185.0,TRUE,White,Male,Straight
11429,nm0891485,Yul Vazquez,,180.0,TRUE,,,
11430,nm1014446,Omar Berdouni,1979-07-20,184.0,TRUE,,,
11431,nm11847450,Mohamed Ali,,,TRUE,,,
11433,nm0544718,Kate Mara,1983-02-27,157.0,TRUE,White,Female,
11435,nm0848554,Amber Tamblyn,1983-05-14,170.0,TRUE,White,Female,Straight
11436,nm2505304,Sean Bott,,,TRUE,,,
11437,nm3218960,Koleman Stinger,,,TRUE,,,
11438,nm0001852,Treat Williams,1951-12-01,180.0,TRUE,White,Male,Straight
11439,nm0492837,John Lawrence,,,TRUE,,,
11440,nm0123632,Kate Burton,1957-09-10,169.0,TRUE,White,Female,Straight
11441,nm4121613,Bailee Michelle Johnson,,,TRUE,,,
11442,nm0135221,Lizzy Caplan,1982-06-30,163.0,TRUE,White,Female,
11443,nm0115764,Pieter Jan Brugge,"1956 in Deventer, Overijssel, Netherlands",,TRUE,,,
11444,nm3528539,Jeremy Irvine,"1990 in Cambridge, Cambridgeshire, England, UK",183.0,TRUE,,,
11445,nm0001833,Emily Watson,1967-01-14,173.0,TRUE,White,Female,Straight
11447,nm0034390,Niels Arestrup,1949-02-08,168.0,TRUE,,,
11448,nm0000667,David Thewlis,1963-03-20,190.0,TRUE,White,Male,Straight
11450,nm1089991,Tom Hiddleston,1981-02-09,187.0,TRUE,White,Male,Straight
11452,nm1527905,Toby Kebbell,1982-07-09,184.0,TRUE,,,
11454,nm1559185,Leonard Carow,1994-06-26,178.0,TRUE,,,
11455,nm3016166,Robert Emms,1986-05-20,178.0,TRUE,,,
11456,nm0847857,Charlie Talbert,1978-12-13,185.0,TRUE,,,
11457,nm1975871,Brandon Stacy,1982-04-09,,TRUE,,,
11458,nm5583008,Aiden Flowers,2004-12-13,170.0,TRUE,,,
11459,nm0178385,Silas Cooper,c. 1960,,TRUE,,,
11460,nm0728938,Emmanuelle Riva,1927-02-24,166.0,TRUE,White,Female,
11461,nm0001376,Isabelle Huppert,1953-03-16,157.0,TRUE,White,Female,Straight
11462,nm1225096,Alexandre Tharaud,,,TRUE,,,
11463,nm1468516,William Shimell,1952-09-23,,TRUE,,,
11464,nm0013741,Ramón Agirre,"1949 in Donostia, Gipuzkoa, Euskadi, Spain",,TRUE,,,
11465,nm0087324,Rita Blanco,1963-01-11,160.0,TRUE,,,
11466,nm0290420,Carole Franck,,,TRUE,,,
11467,nm0238506,Dinara Drukarova,1976-01-03,,TRUE,,,
11468,nm0135084,Laurent Capelluto,,,TRUE,,,
11469,nm1114325,Damien Jouillerot,1985-09-23,,TRUE,,,
11470,nm1046097,Rachel McAdams,1978-11-17,163.0,TRUE,White,Female,Straight
11472,nm0298281,Kurt Fuller,1953-09-16,188.0,TRUE,White,Male,Straight
11473,nm3616206,Nina Arianda,1984-09-18,173.0,TRUE,,,
11474,nm0359331,Thierry Hancisse,1962-11-20,,TRUE,,,
11475,nm0332267,Guillaume Gouix,1983-11-30,175.0,TRUE,,,
11476,nm1109153,Audrey Fleurot,1977-07-06,175.0,TRUE,,,
11477,nm0174302,Marie-Sohna Condé,,,TRUE,,,
11478,nm0704270,Zachary Quinto,1977-06-02,185.0,TRUE,White,Male,Gay
11479,nm0046112,Penn Badgley,1986-11-01,174.0,TRUE,White,Male,
11480,nm0541902,Aasif Mandvi,1966-03-05,173.0,TRUE,,,
11481,nm0930053,Ashley Williams,1978-11-12,170.0,TRUE,White,Female,
11483,nm0085959,Susan Blackwell,,,TRUE,,,
11484,nm1978694,Maria Dizzia,1974-12-29,,TRUE,,,
11485,nm0658861,Jimmy Palumbo,,,TRUE,,,
11486,nm0002326,Al Sapienza,1956-07-31,183.0,TRUE,,,
11487,nm0505391,Paul Levesque,1969-07-27,188.0,TRUE,,,
11488,nm0000205,Parker Posey,1968-11-08,165.0,TRUE,White,Female,Straight
11489,nm0191044,Michael Cudlitz,1964-12-29,188.0,TRUE,White,Male,Straight
11490,nm1490275,Juliette Goglia,1995-09-22,160.0,TRUE,,,
11491,nm0003069,James DuMont,1965-08-12,175.0,TRUE,,,
11492,nm3324426,Jency Griffin Hogan,,,TRUE,,,
11493,nm1659141,Prabhas,1979-10-23,183.0,TRUE,,,
11494,nm2570245,Kajal Aggarwal,1985-06-19,163.0,TRUE,,,
11495,nm3642275,Shradha Das,1987-03-04,163.0,TRUE,,,
11496,nm0694893,Prabhu,,166.0,TRUE,,,
11498,nm0695253,Aahuthi Prasad,1958-01-02,,TRUE,,,
11499,nm0621263,M.S. Narayana,1951-04-16,155.0,TRUE,,,
11500,nm0728262,Mukesh Rishi,1956-04-19,185.0,TRUE,,,
11501,nm0151526,Chandramohan,,,TRUE,,,
11503,nm0223506,Dharmavarapu Subramanyam,1960-09-20,,TRUE,,,
11504,nm0876310,Tulasi,,,TRUE,,,
11505,nm0944833,Narsing Yadav,,,TRUE,,,
11506,nm3086789,Russell Geoffrey Banks,,185.0,TRUE,,,
11507,nm0201669,Jean-Pierre Darroussin,1953-12-04,,TRUE,,,
11508,nm0002105,Judith Godrèche,1972-03-23,175.0,TRUE,,,
11509,nm0001929,Josiane Balasko,1950-04-15,160.0,TRUE,White,Female,Straight
11510,nm0217783,Scali Delpeyrat,,,TRUE,,,
11511,nm0727938,Marc Rioufol,1962-02-07,,TRUE,,,
11512,nm0495950,Françoise Lebrun,,,TRUE,,,
11513,nm0084670,Biyouna,1952-09-13,,TRUE,,,
11514,nm1051119,Éric Naggar,1957-12-03,,TRUE,,,
11515,nm0894211,Yves Verhoeven,1961-10-27,,TRUE,,,
11516,nm0094445,Pascal Bongard,,,TRUE,,,
11517,nm1904769,Stéphan Wojtowicz,,,TRUE,,,
11518,nm0067367,Bérénice Bejo,1976-07-07,167.0,TRUE,,,
11520,nm0701512,Missi Pyle,1972-11-16,182.0,TRUE,White,Female,Straight
11522,nm0491590,Ed Lauter,1938-10-30,184.0,TRUE,White,Male,Straight
11523,nm0615063,Joel Murray,1963-04-17,185.0,TRUE,White,Male,Straight
11524,nm1128780,Elizabeth Tulloch,1981-01-19,168.0,TRUE,,,
11525,nm0205772,Ken Davitian,1953-06-19,165.0,TRUE,White,Male,Straight
11526,nm0265067,Bill Fagerbakke,1957-10-04,198.0,TRUE,White,Male,Straight
11527,nm0797151,Nina Siemaszko,1970-07-14,163.0,TRUE,White,Female,
11528,nm2401020,Will Poulter,1993-01-28,191.0,TRUE,,,
11529,nm5569442,Forrest Goodluck,1998-08-06,,TRUE,,,
11530,nm0027270,Paul Anderson,1960-04-19,,TRUE,,,
11535,nm0427379,Kristoffer Joner,1972-09-19,179.0,TRUE,,,
11536,nm3825855,Joshua Burge,,178.0,TRUE,,,
11537,nm0397258,Duane Howard,,,TRUE,,,
11538,nm2245285,Fabrice Adde,,,TRUE,,,
11539,nm7790000,Arthur RedCloud,,,TRUE,,,
11540,nm1495335,Christopher Rosamond,,178.0,TRUE,,,
11541,nm0597235,Robert Moloney,,180.0,TRUE,,,
11542,nm0413168,Hugh Jackman,1968-10-12,188.0,TRUE,White,Male,Straight
11544,nm1086543,Amanda Seyfried,1985-12-03,160.0,TRUE,White,Female,Straight
11546,nm1519666,Eddie Redmayne,1982-01-06,181.0,TRUE,White,Male,Straight
11548,nm3117836,Aaron Tveit,1983-10-21,183.0,TRUE,White,Male,
11549,nm2885819,Samantha Barks,1990-10-02,168.0,TRUE,,,
11550,nm1086981,Josef Altin,1983-02-12,168.0,TRUE,,,
11551,nm0427420,Adam Jones,1976-09-30,183.0,TRUE,White,Male,Straight
11553,nm0056527,John Barr,1972-02-25,,TRUE,,,
11554,nm1785339,Rami Malek,1981-05-12,171.0,TRUE,Middle,Male,
11555,nm2377903,Lucy Boynton,1994-01-01,165.0,TRUE,,,
11556,nm3152605,Gwilym Lee,1983-11-24,188.0,TRUE,,,
11557,nm5228887,Ben Hardy,1991-01-02,178.0,TRUE,,,
11558,nm0318821,Aidan Gillen,1968-04-24,175.0,TRUE,White,Male,Straight
11559,nm1395602,Allen Leech,1981-05-18,179.0,TRUE,,,
11561,nm1464879,Aaron McCusker,"1978 in Portadown, County Armagh, Northern Ireland, UK",,TRUE,,,
11562,nm0080372,Ace Bhatti,1969-09-13,187.0,TRUE,,,
11563,nm5447790,Dermot Murphy,,,TRUE,,,
11564,nm0001570,Edward Norton,1969-08-18,183.0,TRUE,White,Male,Straight
11567,nm4442068,Jared Gilman,1998-12-28,,TRUE,,,
11568,nm4442319,Kara Hayward,1998-11-17,165.0,TRUE,,,
11569,nm0005403,Jason Schwartzman,1980-06-26,168.0,TRUE,White,Male,Straight
11571,nm2348627,Lucas Hedges,1996-12-12,180.0,TRUE,White,Male,
11573,nm1648337,Sandra Lee-Oian Thomas,,,TRUE,,,
11574,nm3357942,Shaun J. Brown,1987-01-19,,TRUE,,,
11575,nm7435004,James Robert Miller,,,TRUE,,,
11576,nm1443368,Brett Gelman,,185.0,TRUE,,,
11577,nm0707476,Mary Lynn Rajskub,1971-06-22,168.0,TRUE,White,Female,Straight
11578,nm0339460,Judy Greer,1975-07-20,173.0,TRUE,White,Female,
11579,nm0164809,Jason Clarke,1969-07-17,185.0,TRUE,White,Male,Straight
11581,nm3024530,Reda Kateb,1977-07-22,183.0,TRUE,,,
11582,nm0674782,Harold Perrineau,1963-08-07,179.0,TRUE,,,
11583,nm0834989,Jeremy Strong,,179.0,TRUE,,,
11585,nm4594320,Wahab Sheikh,,,TRUE,,,
11586,nm0992562,Alexander Karim,1976-05-26,180.0,TRUE,,,
11587,nm1029263,Nabil Elouahabi,1975-02-06,172.0,TRUE,,,
11588,nm3043480,Aymen Hamdouchi,,174.0,TRUE,,,
11589,nm0008787,Simon Abkarian,1962-03-05,,TRUE,,,
11590,nm3545569,Ali Marhyar,,,TRUE,,,
11591,nm4554036,Parker Sawyers,,193.0,TRUE,,,
11592,nm2239702,Katherine Waterston,1980-03-03,182.0,TRUE,,,
11593,nm0075588,Jeannie Berlin,1949-11-01,,TRUE,White,Female,
11594,nm0005583,Serena Scott Thomas,1961-09-21,170.0,TRUE,,,
11595,nm0931324,Michael Kenneth Williams,1966-11-22,178.0,TRUE,,,
11596,nm2186865,Hong Chau,1979 in Thailand,,TRUE,,,
11597,nm1711948,Shannon Collis,1986-04-26,160.0,TRUE,,,
11598,nm1842419,Lynn Adrianna Freedman,1979-08-11,160.0,TRUE,,,
11599,nm0352778,Bill Hader,1978-06-07,185.0,TRUE,White,Male,Straight
11601,nm0424651,Brian Johnson,,,TRUE,White,Male,Straight
11603,nm0504762,Matt Letscher,1970-06-26,185.0,TRUE,White,Male,
11604,nm0005069,Spike Jonze,1969-10-22,170.0,TRUE,White,Male,Straight
11605,nm0127373,Louis C.K.,1967-09-12,183.0,TRUE,,,
11606,nm0005273,Alessandro Nivola,1972-06-28,175.0,TRUE,White,Male,Straight
11607,nm0737533,Elisabeth Röhm,1973-04-28,173.0,TRUE,,,
11608,nm4626339,Thomas Matthews,,,TRUE,,,
11609,nm0287182,Will Forte,1970-06-17,175.0,TRUE,White,Male,
11610,nm0644022,Bob Odenkirk,1962-10-22,175.0,TRUE,White,Male,Straight
11613,nm0005078,Stacy Keach,1941-06-02,182.0,TRUE,White,Male,Straight
11614,nm0397555,Rance Howard,1928-11-17,185.0,TRUE,White,Male,Straight
11615,nm0711864,Devin Ratray,1977-01-11,186.0,TRUE,,,
11616,nm0820208,Sreenivasan,,,TRUE,,,
11617,nm0090283,Kunchacko Boban,,,TRUE,,,
11618,nm1833175,Sudip Joshy,,,TRUE,,,
11619,nm0706721,Rahman,,,TRUE,,,
11620,nm1792604,Anoop Menon,,,TRUE,,,
11621,nm2068971,Vineeth Sreenivasan,,,TRUE,,,
11622,nm3981484,Asif Ali,1986-02-04,168.0,TRUE,,,
11623,nm0761890,Sandhya,,,TRUE,,,
11625,nm2529123,Roma Asrani,,,TRUE,,,
11626,nm2463487,Ramya Nambeeshan,,,TRUE,,,
11627,nm2445419,Lena,,,TRUE,,,
11628,nm0430772,Jose Prakash,1925-04-14,,TRUE,,,
11629,nm4028885,Nivin Pauly,1984-10-11,175.0,TRUE,,,
11630,nm3614140,Reena Bashir,,,TRUE,,,
11631,nm1569276,Chadwick Boseman,1976-11-29,183.0,TRUE,,,
11632,nm0430107,Michael B. Jordan,1987-02-09,183.0,TRUE,Black,Male,
11633,nm2143282,Lupita Nyong'o,1983-03-01,165.0,TRUE,,,
11634,nm1775091,Danai Gurira,1978-02-14,170.0,TRUE,,,
11635,nm0293509,Martin Freeman,1971-09-08,173.0,TRUE,White,Male,Straight
11636,nm2257207,Daniel Kaluuya,1989-02-24,174.0,TRUE,,,
11638,nm4004793,Letitia Wright,1993-10-31,165.0,TRUE,,,
11639,nm6328300,Winston Duke,,196.0,TRUE,,,
11640,nm1250791,Sterling K. Brown,,183.0,TRUE,,,
11641,nm0785227,Andy Serkis,1964-04-20,171.0,TRUE,White,Male,Straight
11642,nm0441042,Florence Kasumba,1976-10-26,173.0,TRUE,,,
11643,nm0434712,John Kani,1942-11-30,,TRUE,,,
11644,nm1605085,David S. Lee,,189.0,TRUE,,,
11645,nm0112549,Johannes Brost,1946-09-25,183.0,TRUE,,,
11646,nm1936764,Peter Carlberg,1950-12-08,,TRUE,,,
11647,nm5149400,Léonore Ekstrand,,,TRUE,,,
11648,nm3746282,Charlotte Wandt,,,TRUE,,,
11649,nm3079503,August Wittgenstein,1981-01-22,185.0,TRUE,,,
11650,nm0520690,Peter Lorentzon,1973-05-11,,TRUE,,,
11651,nm4062558,Migle Polikeviciute,,,TRUE,,,
11652,nm4282724,Jennifer Lila,,,TRUE,,,
11653,nm1172478,Joel Kinnaman,1979-11-25,189.0,TRUE,White,Male,
11654,nm3079991,Mateusz Kosciukiewicz,1986-05-01,176.0,TRUE,,,
11655,nm1869101,Ana de Armas,1988-04-30,168.0,TRUE,,,
11657,nm0564901,Martin McCann,1983-07-20,170.0,TRUE,,,
11658,nm3594330,Arturo Castro,,,TRUE,,,
11659,nm0996669,Common,1972-03-13,184.0,TRUE,Black,Male,
11660,nm4715378,Toby Irvine,,,TRUE,,,
11661,nm0909144,David Walliams,1971-08-20,188.0,TRUE,White,Male,Straight
11662,nm0825231,Bernice Stegers,1949-07-12,,TRUE,,,
11663,nm3476584,Tim Freeman,,,TRUE,,,
11664,nm0408591,Ralph Ineson,1969-12-15,189.0,TRUE,,,
11665,nm0006651,Steve Morphew,,,TRUE,,,
11666,nm5186236,Richard James,,,TRUE,,,
11667,nm0324658,Walton Goggins,1971-11-10,178.0,TRUE,White,Male,Straight
11668,nm0824741,David Steen,1954-06-26,183.0,TRUE,,,
11669,nm0732945,Nichole Galicia,,174.0,TRUE,,,
11670,nm0147312,Laura Cayouette,1964-07-11,178.0,TRUE,,,
